Facility #,Facility Name,Facility Name Overflow,Facility Street,Facility City,Facility State,Facility Zip Code,Facility County,Owner Name ,Owner Name Overflow,Business Type,Original Issuance Date,Last Renewal Date,Expiration Date,Georeference
5280344,DORSCHEL TOYOTA,,3399 W HENRIETTA RD,ROCHESTER,NY,14623,MONR,DORSCHEL GROUP THE,ETAL,DLB,08/19/1987,10/12/2020,10/31/2022,POINT (-77.638009068 43.08631966)
7127065,DORSCHEL TOYOTA OF,ROCHESTER,3399 W HENRIETTA RD,ROCHESTER,NY,14623,MONR,BJADT LLC,,DLN,07/14/2020,,06/30/2022,POINT (-77.638009068 43.08631966)
7048330,DORSCHL LEXUS NISSAN,VW INFINITI KIA,3817 W HENRIETTA RD,ROCHESTER,NY,14623,MONR,THE DORSCHEL GROUP,,DLN,09/22/1989,08/20/2019,09/30/2021,POINT (-77.643152791 43.077864038)
7130668,DREAM N DRIVE AUTO,,15 MC ARDLE ST STE C,ROCHESTER,NY,14611,MONR,RIDGEWAY HOLDINGS,GROUP LLC,DLU,12/20/2022,,11/30/2024,POINT (-77.655082921 43.153302801)
7122317,DREAM TEAM AUTO,,15 CAIRN STREET STE1,ROCHESTER,NY,14611,MONR,MICHAEL ROGERS,,DLU,05/30/2017,04/25/2019,04/30/2021,POINT (-77.665154449 43.146146919)
7126935,DREAM TEAM AUTO LLC,,15 CAIRN ST SUITE 1,ROCHESTER,NY,14611,MONR,SHINEQUE BOOSE,,DLU,05/27/2020,05/19/2022,04/30/2024,POINT (-77.665154449 43.146146919)
7122699,DRIVETIME AUTO LLC,,20 STONE RD STE 4,ROCHESTER,NY,14616,MONR,CHRISTOPHER M BIELEC,,DLU,08/19/2017,07/12/2021,07/31/2023,POINT (-77.631350149 43.230608591)
7132720,DRK AUTO INC,,4405 W RIDGE RD STE1,ROCHESTER,NY,14626,MONR,RYAN KUCHMAN,,DLU,04/24/2024,,03/31/2026,POINT (-77.747095263 43.216557253)
7086550,DUBELBEISS AUTO,SALES,50 DUBELBEISS LA,ROCHESTER,NY,14622,MONR,AUTO DEPOT OF,ROCHESTER INC,DLU,01/05/2000,11/27/2019,12/31/2021,POINT (-77.566440356 43.200576735)
7095181,EA AUTOMOTIVE,ENTERPRISES INC,997 CARTER ST,ROCHESTER,NY,14621,MONR,EDWARD A ARATARI JR,,DLU,07/03/2003,05/31/2017,06/30/2019,POINT (-77.593344924 43.196035462)
7067574,EAST COAST,ENTERPRISE,1721 SOUTH AVE STE A,ROCHESTER,NY,14620,MONR,WADE CLAR,,DLB,07/10/2012,05/31/2022,06/30/2024,POINT (-77.616016463 43.121834999)
7067574,EAST COAST,ENTERPRISE,1721 SOUTH AVE STE A,ROCHESTER,NY,14620,MONR,WADE CLAR,,DLU,07/14/1994,05/31/2022,06/30/2024,POINT (-77.616016463 43.121834999)
7082751,EASTRIDGE COLLISION,INC,2577 W HENRIETTA RD,ROCHESTER,NY,14623,MONR,WILLIAM F RANDAZZO,,DLU,11/02/2007,10/30/2020,09/30/2022,POINT (-77.631286531 43.100974119)
7069404,EAST SIDE AUTO,BROKERS,259 LEE ROAD,ROCHESTER,NY,14606,MONR,JOSEPH POSELLA ETAL,,DLU,01/19/1995,10/28/2022,12/31/2024,POINT (-77.681194561 43.170631255)
7129525,EASTWEST AUTO CORP,,355 PORTLAND AV STE1,ROCHESTER,NY,14605,MONR,SHAJAN BABY,,DLU,02/15/2022,01/24/2024,01/31/2026,POINT (-77.593733928 43.172675852)
7112226,EASY BUY MOTORS,,513 LYELL AVE STE 1,ROCHESTER,NY,14606,MONR,ORLANDY RODRIGUEZ,,DLU,06/20/2011,05/08/2023,05/31/2025,POINT (-77.642760685 43.164478854)
7107719,ECARSUSA COM LLC,,1132 WEST RIDGE ROAD,ROCHESTER,NY,14615,MONR,NURDAN SERBETCI,,DLU,02/10/2009,02/01/2021,01/31/2023,POINT (-77.657341593 43.204296917)
7132837,E & J AUTO,DEALERSHIP LLC,688 PULLMAN AV STE G,ROCHESTER,NY,14615,MONR,JULIUS JOHNSON,,DLU,05/14/2024,,04/30/2026,POINT (-77.648728181 43.196549985)
7118041,EJS AFFORDABLE AUTO,SALE,687 PORTLAND AVE ST2,ROCHESTER,NY,14621,MONR,ERIC J YOUNG,,DLU,07/01/2014,06/05/2024,06/30/2026,POINT (-77.589757385 43.178371649)
7116078,ELBRUS AUTO BROKERS,INC,772 W RIDGE RD STE C,ROCHESTER,NY,14615,MONR,BORIS A MASANDILOV,,DLU,06/06/2013,05/23/2023,05/31/2025,POINT (-77.646821885 43.203103963)
7119763,EL CUNAO USED AUTO,SALES,490 NORTH STREET,ROCHESTER,NY,14605,MONR,JOSE DELAPAZ,,DLU,06/22/2021,04/23/2023,06/30/2025,POINT (-77.59943555 43.166696957)
7098274,ELITE AUTO SALES,,620 PULLMAN AVE STE1,ROCHESTER,NY,14615,MONR,MALIK ELMAS ETAL,,DLU,09/29/2004,08/03/2024,08/31/2026,POINT (-77.645558816 43.196624081)
7076654,ELITE AUTO SALES LLC,,2453 DEWEY AVE 3,ROCHESTER,NY,14615,MONR,RICHARD R ANNECHINO,,DLU,12/05/1996,11/16/2018,11/30/2020,POINT (-77.639335253 43.213317773)
7108213,ELITE AUTO SOLUTIONS,LLC,107 NORRIS DR STE B,ROCHESTER,NY,14610,MONR,CHRISTOPHER M ALVINO,,DLU,04/27/2009,03/22/2023,03/31/2025,POINT (-77.559269889 43.144226416)
7108213,ELITE AUTO SOLUTIONS,LLC,107 NORRIS DR STE B,ROCHESTER,NY,14610,MONR,CHRISTOPHER M ALVINO,,DLB,04/27/2009,03/22/2023,03/31/2025,POINT (-77.559269889 43.144226416)
7131001,ELLIS ELITE,AUTOMOTIVE,15 CAIRN ST ST 19,ROCHESTER,NY,14611,MONR,THOMAS SHAKIM JAMAAL,IV ELLIS,DLU,03/28/2023,,02/28/2025,POINT (-77.665154449 43.146146919)
7117777,ELMA COMPANY,,1630 CLIFFRD AV STE1,ROCHESTER,NY,14609,MONR,AHMET NUKYEN,,DLB,05/16/2014,04/03/2024,04/30/2026,POINT (-77.578265126 43.176053214)
7117777,ELMA COMPANY,,1630 CLIFFRD AV STE1,ROCHESTER,NY,14609,MONR,AHMET NUKYEN,,DLU,05/15/2014,04/03/2024,04/30/2026,POINT (-77.578265126 43.176053214)
7117777,ELMA COMPANY,,1630 CLIFFRD AV STE1,ROCHESTER,NY,14609,MONR,AHMET NUKYEN,,YTB,05/16/2014,04/03/2024,04/30/2026,POINT (-77.578265126 43.176053214)
7117032,ELMGROVE AUTO SALES,LLC,725 ELMGROVE ROAD,ROCHESTER,NY,14606,MONR,ROBERT A DELDUCA,,DLU,12/11/2013,11/30/2017,11/30/2019,POINT (-77.732991538 43.16404882)
7132755,EMANON TRANSPORT LLC,,955 BUFFALO RD STE6A,ROCHESTER,NY,14624,MONR,SHMARIA THOMAS,,DLU,07/18/2024,,06/30/2026,POINT (-77.675981856 43.149519085)
7121982,EMBASSY AUTO INC,,1430 SCOTTSVILLE RD,ROCHESTER,NY,14624,MONR,CHAUNCEE W MCFARLAND,,DLU,02/02/2017,01/21/2021,01/31/2023,POINT (-77.673299563 43.109761539)
7121962,EMPIRE MOTOR SALES,,750 W RIDGE RD STE E,ROCHESTER,NY,14615,MONR,JESSICA DIAZ AYALA,,DLU,01/26/2017,12/07/2020,12/31/2022,POINT (-77.646214281 43.203148764)
7065393,ENGLE ENTERPRISES,,1700 MANITOU RD,ROCHESTER,NY,14626,MONR,HOWARD M ENGLE JR,,DLU,01/21/1994,12/12/2017,12/31/2019,POINT (-77.752083669 43.219047474)
7065393,ENGLE ENTERPRISES,,1700 MANITOU RD,ROCHESTER,NY,14626,MONR,HOWARD M ENGLE JR,,DLB,02/07/2000,12/12/2017,12/31/2019,POINT (-77.752083669 43.219047474)
7117947,ENTERPRISE FLEET,MANAGEMENT,248 BUELL RD,ROCHESTER,NY,14624,MONR,STEVE E BLOOM,,DLU,06/13/2014,05/25/2018,05/31/2020,POINT (-77.665454772 43.135218552)
7132554,ENTHUSIAST AUTO LLC,,15 CAIRN ST STE 18,ROCHESTER,NY,14611,MONR,SHAFIN KARIM,,DLU,03/21/2024,,02/28/2026,POINT (-77.665154449 43.146146919)
7129234,ENVOY AUTO SALES LLC,,500 AVIS ST STE 5,ROCHESTER,NY,14615,MONR,MOHAMED R ABDELATEEF,,DLU,12/11/2021,,11/30/2023,POINT (-77.646824148 43.195743185)
7128430,ENVRMNT EQPMT SALES,& SERVICE OF NY LLC,269 ALVANAR DR STE A,ROCHESTER,NY,14606,MONR,SCOTT V DOLLS,,DLU,06/14/2021,04/28/2023,05/31/2025,POINT (-77.674430952 43.163360415)
7116330,EURO AUTO SALES,,1851 DEWEY AVENUE,ROCHESTER,NY,14615,MONR,HALIMA STENAKLIC,,DLU,07/22/2013,06/21/2023,06/30/2025,POINT (-77.639062757 43.201569614)
7056347,EXCELL AUTO SALES,INC,1100 W RIDGE RD A,ROCHESTER,NY,14615,MONR,BRANDON D CAMPBELL,,DLU,08/26/1991,07/26/2023,07/31/2025,POINT (-77.655985736 43.204142397)
7110146,EXOTIC PROMOTIONS,AUTO SALES,1462 HUDSON AVENUE 4,ROCHESTER,NY,14621,MONR,JOHN A GEER,,DLU,04/15/2010,03/19/2018,03/31/2020,POINT (-77.59960302 43.193360587)
7110146,EXOTIC PROMOTIONS,AUTO SALES,1462 HUDSON AVENUE 4,ROCHESTER,NY,14621,MONR,JOHN A GEER,,DLB,06/13/2013,03/19/2018,03/31/2020,POINT (-77.59960302 43.193360587)
7126245,EXPRESS AUTO,SOLUTIONS,1288 SCOTTSVILLE RD,ROCHESTER,NY,14624,MONR,DYLAN FORMANEK,,DLU,11/20/2019,10/17/2023,10/31/2025,POINT (-77.661838484 43.11594709)
7118155,EZ AUTO MAX,,491 W BROAD ST STE A,ROCHESTER,NY,14608,MONR,JORGE L VAZQUEZ,,DLU,07/25/2014,06/23/2022,06/30/2024,POINT (-77.624668012 43.156830954)
7123102,FABIAN AUTO SALES,,35 LAKE AVE SUITE 2,ROCHESTER,NY,14608,MONR,KYLE RODRIGUEZ,,DLU,10/30/2017,,09/30/2019,POINT (-77.624128134 43.165193579)
7125829,FAIRLADYB AUTO SALES,,15 CAIRN ST STE 10,ROCHESTER,NY,14611,MONR,BRENDA DUNCAN,,DLU,07/08/2019,,06/30/2021,POINT (-77.665154449 43.146146919)
7122175,FAMILY MOTORS,,22 WRIGHT ST SUITE 3,ROCHESTER,NY,14611,MONR,LEONARD PINCKNEY,,DLU,04/08/2017,,03/31/2019,POINT (-77.639558882 43.153544368)
7128932,FAST LANE AUTO SALES,LLC,300 LAKE AVE STE A,ROCHESTER,NY,14608,MONR,ADAM ALLMAN,,DLU,09/14/2021,08/17/2023,08/31/2025,POINT (-77.626938334 43.170318023)
7132600,FAST LINE GARAGE,,73 DEEP ROCK RD STE3,ROCHESTER,NY,14624,MONR,JAMES J CUSTER,,DLU,04/01/2024,,03/31/2026,POINT (-77.680301051 43.127997542)
7086598,FAST SERVICE & SALES,,284 ORCHARD ST,ROCHESTER,NY,14608,MONR,JUDITH A MURRIN,,DLU,11/02/2000,01/23/2024,01/31/2026,POINT (-77.633841418 43.16117806)
7115560,FEBO NETWORKS,,961LYLL AV B1 C13 S2,ROCHESTER,NY,14606,MONR,RUTH FEBO,,DLU,02/26/2013,02/06/2017,01/31/2019,POINT (-77.6837543 43.1680599)
7124736,FERRARI DETAILING,AND AUTO SALES LLC,3240 CHILI AVE C8A,ROCHESTER,NY,14624,MONR,STEVEN J OHRENSTEIN,,DLU,10/30/2018,08/19/2020,09/30/2022,POINT (-77.752098757 43.104461871)
7131998,FIGUE AUTO SALES,,42 INDPNDNCE ST C 13,ROCHESTER,NY,14611,MONR,DANIEL FIGUEROA,,DLU,11/16/2023,,10/31/2025,POINT (-77.647518 43.147512)
7038061,FIVE STAR EQUIPMENT,INC,60 PAUL RD,ROCHESTER,NY,14624,MONR,JOSEPH GENTILE,,DLU,03/04/1987,02/01/2023,02/28/2025,POINT (-77.679793275 43.107332966)
7130315,FLOWER CITY,AUTOMOTIVE LLC,15 CAIRN STREET ST 5,ROCHESTER,NY,14611,MONR,IAN PALMER,,DLU,09/22/2022,,08/31/2024,POINT (-77.665154449 43.146146919)
7124477,FOREIGN SOIL AUTO,SALES,15 CAIRN ST STE 20,ROCHESTER,NY,14611,MONR,PATRICIA M,STRICKLAND,DLU,08/30/2018,,07/31/2020,POINT (-77.665154449 43.146146919)
7123807,FORTE MOTORS,,15 CAIRN ST SUITE 14,ROCHESTER,NY,14611,MONR,EVELYN FORTE,,DLU,04/16/2018,03/24/2020,03/31/2022,POINT (-77.665154449 43.146146919)
7125199,FOR THE LOW AUTO,,314 BUFFALO RD STE 1,ROCHESTER,NY,14611,MONR,DESHAWN A TYRONE,,DLU,02/20/2019,01/05/2021,01/31/2023,POINT (-77.658573313 43.152098615)
7124648,FREDDZ AUTO,,42 INDPNDNC ST STE 7,ROCHESTER,NY,14611,MONR,FREDERICK D GRIFFIN,,DLU,10/04/2018,09/06/2020,09/30/2022,POINT (-77.647518 43.147512)
7129462,FREEDOM FAMILY,MOTORS,1450 HUDSON AVE STE3,ROCHESTER,NY,14621,MONR,JOANNA POST,,DLU,01/27/2022,12/07/2023,12/31/2025,POINT (-77.59953672 43.192925399)
7115676,FRESH MOTOR SPORTS,,699 PULLMAN AV STE B,ROCHESTER,NY,14615,MONR,PAUL D TANKSLEY,,DLU,03/20/2013,03/01/2017,02/28/2019,POINT (-77.647782703 43.196109474)
7105241,FRESH START USED,CARS LLC,550 LATONA RD BLDG E,ROCHESTER,NY,14626,MONR,ANGELO INGRASSIA,,DLU,12/14/2007,11/06/2023,11/30/2025,POINT (-77.678124606 43.204807166)
7102191,FUCCILLO HYUNDAI OF,GREECE,3975 RIDGE RD WEST,ROCHESTER,NY,14626,MONR,FUCCILLO HYUNDAI OF,GREECE INC,DLN,06/30/2006,05/07/2020,05/31/2022,POINT (-77.736144139 43.214832802)
7104836,FUCCILLO KIA,,4321 RIDGE ROAD WEST,ROCHESTER,NY,14626,MONR,FUCCILLO ENTERPRISES,OF GREECE INC,DLN,09/26/2007,06/14/2019,08/31/2021,POINT (-77.744634255 43.216422601)
7130334,G1 AUTO MOTORS LLC,,1645 DEWEY AVE REAR,ROCHESTER,NY,14615,MONR,DEMONTE DUDLEY,,DLU,09/27/2022,,08/31/2024,POINT (-77.639220086 43.197364119)
7119427,G1 AUTO SALE INC,,2025 E RIDGE RD,ROCHESTER,NY,14622,MONR,ALI MAHMOOD,,DLU,07/24/2015,05/12/2023,06/30/2025,POINT (-77.563398147 43.202930004)
7113335,GALAXY AUTO SALES,INC,421 LYELL AVE STE A,ROCHESTER,NY,14606,MONR,GLADYS G TORRES,,DLU,12/09/2011,11/08/2023,11/30/2025,POINT (-77.636944986 43.164350485)
7121123,GALAXY AUTO SALES,INC,990 LYELL AVENUE,ROCHESTER,NY,14606,MONR,GLADYS G TORRES,,DLU,06/17/2016,05/07/2024,05/31/2026,POINT (-77.65068896 43.164887053)
7113264,GARBER HONDA,,3890 W HENRIETTA RD,ROCHESTER,NY,14623,MONR,GARBER H INC,,DLU,11/23/2011,09/20/2023,10/31/2025,POINT (-77.642088289 43.07470888)
7113265,GARBER HONDA,,3925 W HENRIETTA RD,ROCHESTER,NY,14623,MONR,GARBER H INC,,DLN,11/23/2011,09/20/2023,10/31/2025,POINT (-77.644574446 43.074432781)
7113266,GARBER PORSCHE AUDI,,3955 W HENRIETTA RD,ROCHESTER,NY,14623,MONR,GARBER PAM INC,,DLN,11/23/2011,09/20/2023,10/31/2025,POINT (-77.645010137 43.073791481)
7122442,GATES TOWING INC,,1421 SCOTTSVILLE RD,ROCHESTER,NY,14624,MONR,ANTHONY ARDILLO,,DLU,07/07/2017,06/07/2023,06/30/2025,POINT (-77.67389099 43.11022577)
7097631,GENERAL COLLISION,INC,1168 LYELL AV,ROCHESTER,NY,14606,MONR,TIMOTHY HAZZARD,,DLU,07/01/2004,05/09/2024,06/30/2026,POINT (-77.655895547 43.164823853)
7094930,GENERAL WELDING&,FABRICATING INC,60 SAGINAW DR,ROCHESTER,NY,14623,MONR,MARK S ANDOL,,DLU,05/28/2003,08/15/2023,04/30/2025,POINT (-77.592457616 43.083530498)
7131696,GET YOU ROLLING LLC,,340 LAKE AVE 2-01,ROCHESTER,NY,14608,MONR,JOSH CHAVEZ,,DLU,09/18/2023,,08/31/2025,POINT (-77.626992398 43.171127631)
7131277,GHULAMI AUTO LLC,,42INDPNDENCE ST C-12,ROCHESTER,NY,14616,MONR,ROHULLAH GHULAMI,,DLU,06/21/2023,,05/31/2025,POINT (-77.655088 43.233442)
7128779,GINOS USED CARS,,662-664 N PLY AVE S2,ROCHESTER,NY,14608,MONR,MAURICE L SINGLETON,,DLU,10/01/2021,08/11/2023,09/30/2025,POINT (-77.6254537 43.1538239)
7127157,GLAM AUTO SERVICES,INC,290 MT HOPE DR STE A,ROCHESTER,NY,14620,MONR,MARYLYNN D THOMAS,,DLU,04/02/2021,02/15/2023,03/31/2025,POINT (-77.610839716 43.143994656)
7120244,GLOBALSOFT RECYCLING,INC,837 BUFFALO RD STE 1,ROCHESTER,NY,14624,MONR,DARLENE TEHAN,,DLU,11/17/2015,11/20/2023,10/31/2025,POINT (-77.67232634 43.148676661)
7128918,G N L AUTO,,340 LAKE AVE ST 2-09,ROCHESTER,NY,14608,MONR,GINENE M RODRIGUEZ,,DLU,09/10/2021,09/02/2023,08/31/2025,POINT (-77.626992398 43.171127631)
7034989,GOLDEN BOY TRNSMSSN,SVC INC,513 LYELL AVE FRONT,ROCHESTER,NY,14611,MONR,DAVID W BONIS,,DLB,06/22/1999,07/17/2020,05/31/2022,POINT (-77.642760685 43.164478854)
7034989,GOLDEN BOY TRNSMSSN,SVC INC,513 LYELL AVE FRONT,ROCHESTER,NY,14611,MONR,DAVID W BONIS,,DLU,06/10/1988,07/17/2020,05/31/2022,POINT (-77.642760685 43.164478854)
7130405,GOODWIN LOGISTICS,LLC,77 COMMERCE DR STE 9,ROCHESTER,NY,14623,MONR,LUKE GOODWIN,,DLU,10/13/2022,,09/30/2024,POINT (-77.6442214 43.080148233)
7127605,GRANT YOUR WISH AUTO,LLC,688 PULLMAN AV STE B,ROCHESTER,NY,14615,MONR,MICHAEL WALKER,,DLU,11/16/2020,09/28/2022,10/31/2024,POINT (-77.648728181 43.196549985)
7118733,GREATER AUTO SALES,,1415SCTSVLE RD STE C,ROCHESTER,NY,14624,MONR,TURSHA R GRAY,,DLU,11/24/2014,11/10/2018,10/31/2020,POINT (-77.7257359 43.130024)
7132706,GREEN LIGHT AUTO,SALES LLC,20 STONE RD STE 4,ROCHESTER,NY,14616,MONR,CAMERON HARVEY,,DLU,04/22/2024,,03/31/2026,POINT (-77.631350149 43.230608591)
7040567,GRIFFS AUTO SERVICE,INC,55 CEDARFIELD CMMNS,ROCHESTER,NY,14612,MONR,BRUCE A GRIFFEN,,DLU,05/13/2013,07/13/2021,08/31/2023,POINT (-77.694399831 43.266125356)
7117522,GRISBYS AUTO SALES,,360 CURLEW ST,ROCHESTER,NY,14613,MONR,MARISOL GRISBY,,DLU,03/24/2014,12/27/2023,02/28/2026,POINT (-77.647863756 43.179025605)
7070047,GROOVE AFFILIATES,INC,95 MT READ BL 3A 100,ROCHESTER,NY,14611,MONR,JOHN R CHAMBERS JR,,DLU,03/24/1995,03/24/2021,02/28/2023,POINT (-77.6610992 43.152535061)
7123834,GT1 MOTORCARS,,320 N WSHNGTN ST 117,ROCHESTER,NY,14625,MONR,VANCLEFT TRAVIS,,DLU,04/27/2018,02/15/2024,03/31/2026,POINT (-77.4973717 43.1444764)
7132133,GTE SPORT MOTORS LLC,,2340 BRTN HTTA TR 12,ROCHESTER,NY,14623,MONR,LEDWING HERNANDEZ,,DLU,12/28/2023,,11/30/2025,POINT (-77.6355594 43.0853949)
7014383,HALSTEAD GARAGE,,100 WINTON RD N,ROCHESTER,NY,14610,MONR,BARRY HOLTZ,,DLU,12/08/1980,07/30/2024,07/31/2026,POINT (-77.553914188 43.147223826)
7122913,HAPPY AUTO LLC,,500 AVIS ST SUITE 3,ROCHESTER,NY,14615,MONR,KHALED B BENSALEM,,DLU,09/20/2017,08/29/2023,08/31/2025,POINT (-77.646824148 43.195743185)
7129280,HARLEMS AUTOMOTIVE,,11 NASH ST,ROCHESTER,NY,14605,MONR,ELONA CHARLES WILSON,,DLU,12/22/2021,12/01/2023,11/30/2025,POINT (-77.601196262 43.167205549)
7087080,HARTUNG AUTO SALES,,242 JAY ST,ROCHESTER,NY,14608,MONR,CARL E HARTUNG JR,,DLU,04/05/2000,03/13/2020,03/31/2022,POINT (-77.626732894 43.159773463)
7129180,HARVEST TIME AUTO,SALES,500 AVIS ST STE 12,ROCHESTER,NY,14615,MONR,PATRICIA T CRUZ,,DLU,12/03/2021,11/18/2023,11/30/2025,POINT (-77.646824148 43.195743185)
7082148,HD AUTO SALES,,1180 LYELL AVE,ROCHESTER,NY,14606,MONR,HENRYK J DYBOWSKI,,DLU,07/27/1998,05/03/2024,06/30/2026,POINT (-77.656258399 43.164947863)
7131830,HENCRUZ AUTO,DEALERSHIP,90 AIRPARK DR STE207,ROCHESTER,NY,14624,MONR,TYEASHA T HENDRIX,DIAZ CRUZ ETAL,DLU,10/06/2023,,09/30/2025,POINT (-77.66068614 43.115160867)
7132349,HEPS AUTO SALES,,15 CAIRN ST STE 25,ROCHESTER,NY,14611,MONR,ISAIAH KALIQ HEPBURN,,DLU,02/09/2024,,01/31/2026,POINT (-77.665154449 43.146146919)
7011225,HERTZ CORP THE,,75 AJAX RD,ROCHESTER,NY,14624,MONR,HERTZ CORP THE,,DLU,06/10/1983,06/28/2023,07/31/2025,POINT (-77.669078353 43.133746648)
7102224,HEY MOES AUTO INC,,195 DEWEY AVE,ROCHESTER,NY,14608,MONR,MAURICE AUBRY,,DLU,07/10/2006,06/30/2020,06/30/2022,POINT (-77.635427777 43.168028967)
7129365,HIGH HORSE AUTO LLC,,1320 BFFLO RD STE214,ROCHESTER,NY,14624,MONR,JAMIL HILL,,DLU,01/04/2022,,12/31/2023,POINT (-77.7257359 43.130024)
7100313,HIGH LINE MOTOR CAR,INC,1040 WEST RIDGE RD,ROCHESTER,NY,14615,MONR,NICOLA PALUMBO,,DLU,09/05/2006,07/01/2024,08/31/2026,POINT (-77.654532985 43.204092525)
7124425,H&M AUTO SALES,,688 PULLMAN AV STEC3,ROCHESTER,NY,14615,MONR,HAKEEM S CINTRON,,DLU,06/20/2019,,05/31/2021,POINT (-77.648728181 43.196549985)
7116744,HOFFMAN AUTO SALES,,198 BUFFALO RD,ROCHESTER,NY,14611,MONR,DAVID J HOFFMAN,,DLU,10/11/2013,08/24/2021,09/30/2023,POINT (-77.655511098 43.15190079)
7057385,HOWIES COLLISION,,259 LEE RD,ROCHESTER,NY,14606,MONR,BRIAN D HOWARD,,DLU,05/06/1993,11/27/2023,01/31/2026,POINT (-77.681194561 43.170631255)
7128855,HS AUTO SALES,,1275 MT READ BLVD 3A,ROCHESTER,NY,14606,MONR,RODERICK N HILL,,DLU,08/24/2021,,07/31/2023,POINT (-77.659771087 43.176674313)
7062909,H&S MOTORS,,377 WHITNEY ST,ROCHESTER,NY,14606,MONR,HARRY COATES 2,,DLU,05/12/1993,07/21/2023,04/30/2025,POINT (-77.637210105 43.164202209)
7130096,ICARS USA LLC,,1132 W RIDGE RD STE2,ROCHESTER,NY,14615,MONR,JENNIFER BRUNEA,,DLU,07/07/2022,05/31/2024,06/30/2026,POINT (-77.657341593 43.204296917)
7127655,ICON TRANSPORTATION,LLC,2340 BRGTN HNRTA S13,ROCHESTER,NY,14623,MONR,KELLY M DANIELS,,DLU,11/27/2020,10/03/2022,10/31/2024,POINT (-77.6355594 43.0853949)
7121658,IDEAL AUTO ROCHESTER,LLC,290 MT HOPE AVE B,ROCHESTER,NY,14620,MONR,KEVIN SUN,,DLU,11/14/2016,,10/31/2018,POINT (-77.610839716 43.143994656)
5280383,IDE HONDA,,875 PANORAMA TRAIL S,ROCHESTER,NY,14625,MONR,IDE PONTIAC INC,,DLN,12/17/1980,08/04/2022,10/31/2024,POINT (-77.495617381 43.126463612)
7128403,ILLUSTRIOUS AUTO,,2340 BRGTN HNRTA ST7,ROCHESTER,NY,14623,MONR,TYREA L SIMMONS,,DLU,06/10/2021,,05/31/2023,POINT (-77.6355594 43.0853949)
7126155,INDEPENDENCE AUTO,,63 CURLEW ST STE 1,ROCHESTER,NY,14606,MONR,RYAN J GRANTHAM,,DLU,09/23/2019,09/27/2021,08/31/2023,POINT (-77.648560879 43.172784188)
7131004,INLINE AUTO SALES,,340 LAKE AV STE 2-04,ROCHESTER,NY,14608,MONR,WILLIE L REMBERT,,DLU,03/29/2023,,02/28/2025,POINT (-77.626992398 43.171127631)
7105613,INNOVATIVE AUTO,SOLUTIONS INC,1225 LONG POND RD,ROCHESTER,NY,14626,MONR,JOSEPH M HENDRIX,,DLU,02/27/2008,02/05/2024,01/31/2026,POINT (-77.696170508 43.212339772)
7105613,INNOVATIVE AUTO,SOLUTIONS INC,1225 LONG POND RD,ROCHESTER,NY,14626,MONR,JOSEPH M HENDRIX,,DLB,02/27/2008,02/05/2024,01/31/2026,POINT (-77.696170508 43.212339772)
7041657,INSTANT STATE,INSPECTIONS,2463 DEWEY AVENUE,ROCHESTER,NY,14615,MONR,GERALD P HEUSINGER,ENTERPRISES INC,DLU,11/18/1991,11/07/2023,11/30/2025,POINT (-77.640089038 43.212729573)
7120036,INTERNATIONAL AUTO,SHOP LLC,222 MOUNT READ BLVD,ROCHESTER,NY,14611,MONR,ZBIGNIEW URBANOWICZ,,DLU,09/25/2015,08/25/2017,08/31/2019,POINT (-77.659082346 43.154957138)
7128931,INTERNET AUTO SALES,,235 ALEXANDER ST ST2,ROCHESTER,NY,14607,MONR,MURIEL V JAMES,,DLU,09/14/2021,08/29/2023,08/31/2025,POINT (-77.596919973 43.150803024)
7132358,ITS ORIGINAL AUTO,,42 INDPNDC ST STEC22,ROCHESTER,NY,14611,MONR,LAMAR QUZAL BRYANT,,DLU,02/12/2024,,01/31/2026,POINT (-77.647518 43.147512)
7127005,IVERSON SOLUTIONS,,1350 BUFFALO RD ST32,ROCHESTER,NY,14624,MONR,JERRY D IVERSON,,DLU,06/22/2020,,05/31/2022,POINT (-77.686708093 43.15034948)
7079694,JAMES GARAGE,,20 MERLE ST,ROCHESTER,NY,14605,MONR,JAMES MANNING,,DLU,10/27/1998,10/17/2023,09/30/2025,POINT (-77.592408917 43.16899209)
7125044,J AND D AUTO SALES,AND REPAIR,45 WAREHOUSE ST,ROCHESTER,NY,14608,MONR,LENHART DAVID E,,DLU,01/17/2019,11/10/2020,12/31/2022,POINT (-77.624045572 43.158068793)
7097503,JARS AUTO SALES,,32 LAKE AVE,ROCHESTER,NY,14608,MONR,MARK G SCIALDONE,ETAL,DLU,06/17/2004,05/31/2018,05/31/2020,POINT (-77.62323806 43.165662001)
7125822,JAYIS MOBILE AUTO,REPAIRS,15 CAIRN ST SUITE 25,ROCHESTER,NY,14611,MONR,JASON HARRIS ETAL,,DLU,07/03/2019,06/27/2023,06/30/2025,POINT (-77.665154449 43.146146919)
7124724,JEWEL AUTO SALES,,300 LAKE AVE STE C,ROCHESTER,NY,14608,MONR,JEWEL A EVANS,,DLU,10/26/2018,,09/30/2020,POINT (-77.626938334 43.170318023)
7112409,JIM CRISTO TOWING &,IMPOUND,1301 RIDGE ROAD EAST,ROCHESTER,NY,14621,MONR,JAMES R CRISTO,,DLU,07/14/2011,07/03/2023,06/30/2025,POINT (-77.582658165 43.197313577)
